id;transcription;collection;period;publication_type;publication_year;publication_month;publication_day;publication_name;publication_country;publication_volume;publication_number;publication_pages;publication_reviewer;archive_name;archive_url;accessed;transcribed;annotated;comments
37;"In the volume before us Mr. Oscar Wilde comes forward in a new and favourable light as a writer of fairy tales. 'The 'Happy Prince' and the four accompanying tales are full of graceful fancies and quaint conceits, and will afford equal pleasure to grown-up and to youthful readers. High spirits and buoyancy are not to be looked for in these stories, but the best of them are marked by pathos and poetic feeling, relieved by humorous touches, generally of a very happy kind. The two concluding tales are written in a satirical strain that borders on the cynical; but the selfishness and folly at which they are aimed are fair objects for satire.
The statue of the Happy Prince stood high above the city on a tall column. ' He was gilded all over with thin leaves of fine gold, for eyes he bad two bright sapphires, and a large ruby glowed on his sword-hilt'. A swallow, off to Egypt for the winter, alighted on the statue. His rest was disturbed by the tears that fell from the eyes of the Happy Prince, weeping over a poor mother and her sick child. 'Swallow', said the Prince, who must have been a countryman of Mr. Wilde's, 'will you not bring (sic) her the ruby out of my sword-hilt?' The swallow did not like it at first, but she consented to stay and bring---or take---the ruby to the poor widow. Next day the swallow was anxious to be off, but the Prince pressed him to stay and do another kindness.
[The Poor Student]
...
The Selfish Giant
' The Selfish Giant' is a very happy and beautiful apologue, which is not without a present application.
...
The giant got no Spring or Summer until he let the children in, It would be well if a like treatment could be applied to some giants with empty gardens not a hundred miles from Fleet-street. But the prettiest story among the number is that of 'The Nightingale and the Rose'. A young student was searching everywhere for a red rose, and could not find one. The girl he loved bad promised to dance with him if he brought her one. What, he thought, was the use of all his learning if for the want of a red rose his life was made wretched. 'Here, at last, is a true lover', said the Nightingale. 'Night after night have I sang of him, though I knew him not; night after night have I told his story to the stars, and now I see him'. And she resolved to find him a rose, even though (as it turned out) it was at the sacrifice of her life.
...
The Student and the Nightingale
But the young lady was hardly worthy of such a sacrifice. 'Iam afraid it will not go with my dress', she answered; 'and, besides, the Chamberlain's nephew has sent me some real jewels, and everybody knows that jewels cost far more than flowers'. So the poor student threw the rose into the gutter, and was fain to act on the advice proffered to Rousseau, to eave ladies alone and study mathematics.
We must leave the reader to make further acquaintance for himself with the pleasant conceits to be found in Mr. Wilde's book; with theduck who instructed her young : ' You will never be in the best society unless you can stand on your heads'; with the remarkable rocket who knew he would make a sensation; and with the swallow of which all the Sparrows said : 'What a distinguished stranger' so that he enjoyed himself very much. The volume is very tastefully bound and printed, and is illustrated by such masters of the craft as Mr. Walter Crane and Mr, Jacomb Hood. Both its own merits and the well-known Personality of the author are likely, we imagine, to secure for [sic] it a deserved success among the lighter literature of the season.";The Happy Prince and Other Tales;1;Original contemporary review;1888;7;13;The Literary World: Choice Readings from the Best New Books, with Critical Reviews;United Kingdom;XXXVIII;;21–22;;Google Books;https://books.googleusercontent.com/books/content?req=AKW5QacSM-5yNSx1Y-lR6yHaXTSIXFGnoUP0MNT3D6yGprQB23Ck6aRlKjPgStfNPBhBg6Jrv11PVAcqpOZV9ZQjCMCang4oAc6qbfAnG7rQdKwjpq2fclGt9J1Nu1DIeG5Fwx0iM1dgITWOxnWWtHaydBu6497Ypgw2bhuX8tCHMjvShwtMoa9M6XsC4_Shkv-kHZ__e9MF6C6nhdmB9AuQFHUEdngKuXwBvFwSUX7u0umNMRHZOm_mmYMOzgOdt2pIOfF9quyXpj-ttOneMHvuMznZTX70gJPkCsJL3D2j5-TrQ4I5RI4;2021-01-07;2021-01-07;2025-01-21;
38;From Mr. David Nutt.---Mr. Oscar Wilde has proved himself to be the possessor of a rare faculty, a faculty which unfortunately is becoming rarer year by year, namely, that of being able to write good fairy stories, such as tend to stimulate human sympathies. In 'The Happy Prince and other Tales' will be found a group of graceful fancies, very readable indeed, and clearly the products of a reflective mind. The book is handsome in appearance and is illustrated by Walter Crane and Jacomb Hood.;The Happy Prince and Other Tales;1;Original contemporary review;1888;6;15;The Publishers' Circular and General Record of British and Foreign Literature;United Kingdom;LI;1218;797;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=mdp.39015071098878&seq=717;2021-01-07;2021-01-07;2025-01-21;
39;By Oscar WILDE. With three Full-Page Plates and 11 Vignettes by WALTER CRANE and Jacomb Hood, 116 pp., small 4to, old-faced type, on cream-laid paper with wide margins, Japanese vellum covers, printed in red and black, 5s.;The Happy Prince and Other Tales;1;Reprinted contemporary review;1888;11;24;The Scotts Observer;United Kingdom;;;;;HathiTrust Digital Library;;2021-01-07;2021-01-07;;Metadata missing
41;'The Happy Prince and other Tales', by Oscar Wilde, were handsomely illustrated. ;The Happy Prince and Other Tales;1;Original contemporary review;1888;1;1;Appleton's Annual Cyclopaedia;United States of America;13;;486;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=mdp.39015053690429&seq=513;2021-06-30;2021-06-30;2025-01-17;
44;An attractive piece of book-making, in a very different field, is Oscar Wilde's 'Happy Prince, and Other Tales' (Roberts Brothers). The telling of these stories is in a charming manner---especially in the tale of 'The Remarkable Rocket', a delicate satire, which is cleverly carried to a clean finish.;The Happy Prince and Other Tales;1;Original contemporary review;1888;10;4;Life;United States of America;12;301;189;;HathiTrust Digital Library;https://hdl.handle.net/2027/coo.31924069226169?urlappend=%3Bseq=225%3Bownerid=13510798903035869-229;2021-06-30;2021-06-30;2025-01-21;
46;A beautifully executed book of fairy tales, in parchment cover, rubricated ttle, and thick paper page of most ample margin, and the whole illustrated by Messrs. Crane and Hood, the former contributing some charming drawings for the whole page, engravings, and the talent of the, later being displayed in the delicate fairy fancies that form the headings of each of the tales. And very pretty are the fables that Mr. Oscar Wilde has here strung together, tender and graceful as befits the school of which he is choragus, and not without a touch of humour. Of 'the remarkable Rocket', we are told that he spoke with 'a slow, distinct voice as if he was dictating his memoirs, and always looked over the shoulder of the person to whom he was talking'. 'Then there is the mother Duck, who ' kept saying to her little ones * you will never be in society unless you can stand on your beads', and every now and then she showed them how it was done. But the little ducks paid no attention. They were so young that they did not know what an advantage it is to be in society'. ;The Happy Prince and Other Tales;1;Original contemporary review;1891;7;5;The Bookseller: A Newspaper of British and Foreign Literature;United Kingdom;CCCLXVIII;;694;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=coo.31924078875188&seq=16;2021-06-30;2021-06-30;2025-01-21;
48;"AMONG the books adapted alike to young and old it would be difficult to match for charm of style or beauty of sentiment this collection of exquisite tales by Oscar Wilde. They are, indeed, veritable poems in prose, and could have been writ- ten only by one who was truly a poet at heart. Rarely have the virtues and failings of poor humanity been touched with a gentler hand than in the legends of 'The Happy Prince' and 'The Selfish Giant;' rarely has false amity been more keenly satirized than in the story of 'The Devoted Friend;' every lover should read 'The Nightingale and the Rose; ' and how many self-important people we know to whom we would like to commend a careful perusal of 'The Remarkable Rocket!' But the real charm of all these stories is in the fact that they convey a moral without indulging in bald didacticism. The grace of imagination and felicity of expression are ample sources of fascination. One reads on delighted and entranced, and at the end realizes that a great truth has been illuminated by the light of something very like genius. It is a small book as books go, but we are inclined to prophesy that few volumes of the present season will meet with a more hearty welcome. It is made, too, in a most at- tractive manner. What Walter Crane's illus- trations are we all know, and Mr. Hood's vignettes are dainty bits of drawing. One glimpse of the pretty cover will be enough to excite pleasant anticipations. He must be dull indeed who does not find those anticipations realized.";The Happy Prince and Other Tales;1;Original contemporary review;1888;9;29;The Literary World: A Fortnightly Review of Current Literature;United Kingdom;18;20;315;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=mdp.39015030081494&seq=331;2021-08-23;2021-08-23;2025-01-21;
49;"A book that will find a place in many a Christmas stocking---though in certain parts it may be written a little above the tiny heads of its audience---is the collection of five fairy-tales by Oscar Wilde. Told in choice English, with happy diction and most delicate imagery, each allegory points a subtle moral. 'The Happy Prince' is a poem on charity; ' The Nightingale and the Rose' is a parable on sacrifice and renunciation; 'The Selfish Giant' tells its sermon in its title; 'The Devoted Friend' is an essay on friendship; and 'The Remarkable Rocket' is a bright and effective satire on vaingloriousness. There is a great deal of philosophy woven into the web of this fairy Pentameron, which gray heads as well as flaxen might read and digest to their profit. Walter Crane and Jacomb Hood have entered with zest into the spirit of the author; and from the frontispiece of 'The Happy Prince', a reminiscence of the St. George of Donatello, to the ignominious going out of 'The Remarkable Rocket', headpieces, tailpieces and all are executed in the most graceful manner.";The Happy Prince and Other Tales;1;Original contemporary review;1888;11;24;The Critic: A Weekly Review of Literature and the Arts;United States of America;13;256;258;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=uc1.c3464221&seq=274;2021-08-24;2021-08-24;2025-01-17;
50;"Those who recall the sensational and almost notorious career of Oscar Wilde as a lecturer in this country, or who have read his erotic poetry, some of which strove to out-Swinburne Swinburne, will hardly be prepared to find him essaying to write a juvenile, *The Happy Prince, and Other Tales*, But the unexpected often happens: the later Swinburne has been devoting himself to innocent if extravagant panegyrics of a child's laugh; and the maturing Wilde here proffers five little stories, gracefully written in half-rhythmical prose, free from eccentricities or objectionable utterances, and distinctly ethical and helpful throughout. In fact, it is not too much to say that no more original and attractive children's stories of the supernatural have appeared for some years than The Selfish Giant and The Happy Prince, in these pages. The conventional pictures by Walter Crane, accompanying the stories, have already been mentioned here, in a review of the art of the past holiday season; the other drawings, by Jacomb Hood, are daintier and more natural. (74x54 inches, cloth, pp. viii, 116. Boston: Roberts Brothers. Price, $1.00.)";The Happy Prince and Other Tales;1;Original contemporary review;1889;2;9;The Sunday School Times;United States of America;XXXI;6;92;;HathiTrust Digital Library;https://hdl.handle.net/2027/mdp.39015084592925?urlappend=%3Bseq=102%3Bownerid=13510798902046744-116;2021-08-24;2021-08-24;2025-01-21;
51;These odd fairy stories are in quite an original vein, and have here a warmth of feeling and there a flavor of irony not always present in productions of this kind. The illustrations are also striking, and have an odd harmony with the text. (Roberts Bros.);The Happy Prince and Other Tales;1;Original contemporary review;1888;12;24;The American Bookseller;United States of America;XXIV;10;396;;HathiTrust Digital Library;https://hdl.handle.net/2027/nyp.33433000084560?urlappend=%3Bseq=712%3Bownerid=27021597769386287-716;2021-08-24;2021-08-24;2025-01-21;
52;"*The Happy Prince and Other Tales*. By Oscar Wilde. Illustrated by Walter Crane and Jacomb Hood. BostonRoberts Bros. 1888. The modern fairy-tale, like the children's illustrated books of to-day, is addressed far more to the cultivated taste of the parent than to the undiscriminating fancy of the child, which only asks to be fed, no matter how simple and monotonous the food. The tellers of folk-lore stories and the honest old fairy tale, took a genuine interest in the thrilling adventures of the hero and heroine, and the inevitable triumph of innocence and virtue. But the modern fairy tale is generally cast in a studiously graceful form, a little vein of satire often runs through it, there is a sort of secret understanding with the mature reader, & constant appeal to a sophisticated intelligence underneath the simple story. The charming illustrations of Walter Crane, with the lithe, white maidens and Carpaccio-like youths, are not farther from the antiquated woodcut of knight and lady and dragon, than Hans Andersen is from the Grimms' stories. We say Hans Andersen because Mr. Wilde's tales are unmistakably modelled both in subject and treatment on the work of that most fanciful and delicious of dreamers, a sleep-walker in the land of the unreal. Any one might imagine that this passage from the ' Remarkable Rocket', had been taken from Andersen's tales. 'But I like arguments', said the Rocket. 'I hope not', said the Frog, complacently, ' arguments are extremely vulgar, for everybody in good society holds exactly the same opinions. Good bye a second time; I see my daughters in the distance;' and the Frogswam away. ....... 'There is no good talking to him', said a Dragon-fly, who was sitting on the top of a large brown bulrush; 'no good at all, for he has gone away'. Swell, that is his loss, not mine', answered the Rocket. 'I am not going to stop talking to him merely because he paid no attention. I like hearing myself talk. It is one of my greatest pleasures. I often have long conversations all by myself, and I am so clever that sometimes I don't un-derstand a single word of what I am saying'. 'Then you should certainly lecture on Philosophy', said the Dragonfly; and he spread a pair of lovely gauze wings and soared away into the sky. How very silly of him not to stay here!' said the Rocket. 'I am sure that he has not often got such a chance of improving his mind. However, I don't care a bit. Genius like mine is sure to be appreciated some day'. And he sauk down a little deeper into the mud. This is Hans Andersen over again, and in the Happy Prince there is the most unmistakable reminiscence of the ' Mad King's Daughter'. Mr. Wilde has advanced in age, and possibly also in sedateness, since he published his first volumes, at any rate, these little stories, trifling as they are, show that his mind has progressed in healthy line, for the stories are altogether very graceful and attractive, and are flawless in moral. 'The Devoted Friend', in particular, is a clever little tale with a moral that experience of ife has brought home to most grown people. The 'Selfish Giant' embodies a very pretty fancy and the 'Rose and the Nightingale' pays the proper tribute to Poetry and Love, the two divinities that rt. Wilde worshiped so ardently in his verse. These stories, however, have, like his verse, rather fancy than the greater gift; a faculty for language and a facility for poetic expression; but always pervaded by some dominant style, the impress of a foreign and stronger hand. Mr. Crane's three full-page illustrations are as charming as his beautiful clean-cut drawings always are, and the letter press and the pretty design on the cover are fully equal in taste and finish to English books of this class.";The Happy Prince and Other Tales;1;Original contemporary review;1888;9;29;The American: A National Weekly Journal of Politics, Literature, Science, Art, and Finance;United States of America;XVI;425;379–380;;HathiTrust Digital Library;https://hdl.handle.net/2027/mdp.39015026083686?urlappend=%3Bseq=817%3Bownerid=13510798900904538-873;2021-08-24;2021-08-24;2025-01-21;
53;"This year the horns of Elfland announce a couple of fairy tales from widely differing sources. 'The King of the Golden River' (Lee & Shepard), written by John Ruskin, M.A., in 1841, with no other purpose than the amiable one of pleasing a child-friend, is illustrated with lively drawings by Richard Doyle. The theme is an old legend of Styria, and the treatment of the clear, straightforward kind that makes it easy to read aloud to very little people. Overall, the magic of Ruskin's style gleams like sunrise on mountaintop and valley. The second essay in fairy-lore is '*The Happy Prince, and Other Tales*', by Oscar Wilde, illustrated by Walter Crane and Jacomb Hood, and published by Roberts Brothers. The stories are gracefully and poetically phrased, after the manner of Hans Andersen; but the simplicity seems labored, and here and there a Song-of-Solomon element creeps in, which will hardly recommend the book to parents. Witness the rhapsody of the nightingale, in 'The Nightingale and the Rose'. 'Here, at last, is a true lover. His hair is as dark as the hyacinth blossom, and his lips are as red as the rose of his desire; but passion has made his face like pale ivory, and sorrow has set her seal upon fis brow'. We regret to state that a rude comment already overheard from two school-boys upon the subject of this hero stigmatizes him as a ' duffer who ought to get a kick'. It is fair to point out avein of agreeable humor in some of these tales, such as the 'Devoted Friend', wherein the Duck observes that the Water-Rat has a great many good points, but for her part she has a mother's feelings, and can never look at a confirmed bachelor without tears coming into her eyes. And the illustrations and general make-up of the little book are charming.";The Happy Prince and Other Tales;1;Original contemporary review;1888;11;1;The Book Buyer: A Summary of American and Foreign Literature;United States of America;V;10;491–492;Mrs Burton Harrison;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=hvd.32044094025814&seq=567;2021-08-24;2021-08-24;2025-01-21;
54;Oscar Wilde writes a charming fairy tales he has written five for the volume entitled 'The Happy Prince' (Boston: Roberts Brothers). The other four are 'The Nightingale and the Rose, ' 'The S------Giant', 'The Devoted Friend, and 'The remarkable Rocket'. They are original in conception, simple and winning in the telling and graced with a tender and delicate humor that points their purpose admirably. Walter Crane and Jacob Hood illustrate the volume with characteristic drawings.;The Happy Prince and Other Tales;1;Original contemporary review;1888;9;10;The Buffalo Commercial;United States of America;LVII;18751;4;;Newspapers by Ancestry;https://www.https://www.newspapers.com /image/1140085091/;2021-08-24;2021-08-24;;
55;"Oscar Wilde, in '*The Happy Prince, and Other Tales*', has quite a different character from the one that it is popular to give him. He appears as an idealist of tender and sympathetic feeling for whatever is good and elevating, a purist in the expression of censors and in style and with the taste and skill! to sustain him and an earnest worker, who is able to do much that is helpful in art, literature and life.
 The tales included in the above title are excellent examples of strong and pure imagination and finished expression, and come nearly to the highest standard. They are addressed to children, but they are very interesting to all good readers on account of these qualities. In matter and illustration it is one of the best of holiday volumes. Waiter Crane and Jacomb Hood furnish beautiful drawings, which appear as full pages, headings and tail pieces. Boston, Roberts Brothers.";The Happy Prince and Other Tales;1;Original contemporary review;1888;9;16;The Boston Globe;United States of America;;;;;Newspapers by Ancestry;https://www.newspapers.com ;2021-08-24;2021-08-24;;
56;‘*The Happy Prince, and other Tales*’, a book of refinement without and within, will do something toward taking the taste out of the mouths of Americans who found Oscar Wilde with his mellifiluous gabble of esthetics a hard pill to swallow. These five short parables tell of things either good or true, and so, despite the fact that Mr. Wilde's tenderness and fervor are not always unaffected, and his humor not always easy and kind, the little book makes good reading for children in their thirties and will make an acceptable gift to those who do not know too much of Hans Andersen and Charles Kingsley. (Roberts Bros., Boston.);The Happy Prince and Other Tales;1;Original contemporary review;1888;12;24;The Chicago Tribune;United States of America;;;;;Newspapers by Ancestry;https://www.newspapers.com ;2021-08-24;2021-08-24;;
57;"Very pretty are the fables that Mr. Oscar Wilde has here strung together, tender and graceful, and not without a touch of humor, as in the Mother Duck, who 'kept saying to her little ones ""You will never be in society unless you can stand on your heads"", and every now and then she showed them how it was done. But the little ducks paid no attention. They were so young that they did not know what an advantage it is to be in society'.";The Happy Prince and Other Tales;1;Reprinted contemporary review;1888;8;25;The Chicago Tribune;United States of America;;;;;Newspapers by Ancestry;https://www.newspapers.com ;2021-08-24;2021-08-24;;
58;"But suppose the marriage a goal one, made 'With purest love?Then what difficulties are there, that so many unions which start in the good way fall so soon and sadly into failure and woe? Some say that making acquaintance is one of the chief dangers. They avert that it is perilous to become well known one to the other. But getting known has two sides to it. One of the sides is neatly put in 'The Remarkable Rocket', one of Oscar Wilde's charming little stories, The Rocket has-been charged with affectation by; some other discontented firework. ""'You are the rudest person I ever saw', said the Rocket, ‘and you cannot understand my friendship for the prince'. 'Why, you don't 'even know him, growled the Roman Candle. I never said I knew him', answered the Rocket, 'I dare say that if I knew him I should not be his friend at all. It is a very dangerous thing to know one's friends. 'But',on the other hand, there is the familiar but good anecdote told of Charles Lamb'I Bate that man', exclaimed Lamb, 'Why', said a bystander, 'do you know him?' 'No, indeed', answered Lamb, 'if I knew him I would not hate him'"". These two views balance with an advantage on the amiable side, Do little foibles come out? So do unsuspected graces. Are great faults uncovered? So are heroic virtues. No, on the whole, becoming known is not the difficulty in marriage. There is no dragon, griffin, kraken or other monster in the way, nor even a household imp with tricks and plagues.";The Happy Prince and Other Tales;1;Original contemporary review;1888;12;30;The Detroit Press;United States of America;;;;;Newspapers by Ancestry;https://www.newspapers.com ;2021-08-24;2021-08-24;;
59;"The gift of writing fairy tales is rare, and Mr. Oscar Wilde', says the London Atheneum', shows that he possesses it in a rare degree. 'The Happy Prince, and Other Stories', are full of charming fancies and quaint humor. Though with a distinct character of their own, they are not unworthy to compare with Hans Andersen, and it is Not easy to give higher praise than this. There is a piquant touch of contemporary satire which differentiates Mr. Wilde from the teller of pure fairy tales; but it is so delicately introduced that the illusion is not destroyed, and a child would delight in the tales without being worried or troubled by their application, while children of larger growth will enjoy them and profit by them. The illustrations are charming'. (Roberts. $1.)";The Happy Prince and Other Tales;1;Original contemporary review;1888;12;1;The Literary News, An Eclectic Review of Current Literature;United States of America;IX;12;375;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=uc1.b2876098&seq=395;2021-08-24;2021-08-24;2025-01-21;
60;Messrs. Roberts Brothers publish 'The Happy Prince ' and other tales, by Oscar Wilde, with illustrations by Walter Crane and Jacomb-Hood. Really, these five tales are very fine. 'The Nightingale and the Rose' tells a pathetic story of a young man who loved deeply and of a young woman who did not know the great worth of such love. Now, the plain English of it is that a young man who loves is usually honest about it, and that a young woman who does not love in return is very apt to make light of both the young man and the unaccepted lover. But a young woman who boasts of such things, usually called a 'rejected' lover, very rarely finds true love, whether in herself or in others. For she has despised the most precious thing in all the world. The little volume will make many friends for Mr. Wilde.;The Happy Prince and Other Tales;1;Reprinted contemporary review;1888;10;1;The Literary News, An Eclectic Review of Current Literature;United States of America;IX;9;299;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=uc1.b2876098&seq=319;2021-08-24;2021-08-24;2025-01-21;
61;Thoroughly beautiful. We know not when we have read short stories of fancy so lovely as these five, both for matter and for style. The language has a beautiful simplicity and rare charm. The substance of the stories is uncommon and full of picturesque imagery. The first three, namely, The Happy Prince, The Nightingale and the Rose, The Selfish Giant, are exceedingly delicate and tender. The last two, The Devoted Friend, and the Remarkable Rocket, are shrewd and incisive. The manufacture of the book is very tasteful in type, paper and cover. The illustrations are dainty. It would be a pretty gift for young or old. J. V. B.;The Happy Prince and Other Tales;1;Original contemporary review;1889;1;19;Unity: Freedom, Fellowship, and Character in Religion;United States of America;XXII;21;280;J.V.B.;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=hvd.ah6mwf&seq=632;2021-08-24;2021-08-24;2025-01-21;
89;"Those of us older readers who were brought up on the works of Mary Howitt, Miss Edgeworth, Mrs. Follen, Miss Martineau, and Jacob Abbot, have a strong feeling that nothing which has since appeared can surpass ourold favorites. They were treasured, read over and over again, their maxims and suggestions put into practice and made really a part of ourselves. The distractions of manifold magazines and floods of juvenile literature did not then exist; a few favorite books had the field to themselves, And even in modern times it is only those books which the children read over again and again that are of any real good tothem. A child's book that is worth reading but once is hardly worth reading at all. In spite of the large amount of trash which goes under the name of children's literature, there is a steady increase of good books for the young, books which as well eserve immortality as our old favorites. The style of Oscar Wilde's stories of '*The Happy Prince and Other Tales*' (Roberts) is pleasing, reminding one of the German fairy tale; and almost any child who enjoys Grimm and Hans Andersen will be pleased with this book. Each story bears amoral, not stated, but interwoven in the thread of the story. The happy Prince teaches the joy of doing good to others. He is a leaden statue covered with golden scales, set on a high pedestal from which he sees the suffering in the city and strives to relieve it by giving away all his fine adornings. At length he stands blind and bare,---his sapphire eyes, the golden scales of his armor, and the ruby from his sword, all gone. His friend, a litlle swallow, the bearer of his gifts to the poor, falls dead at his feet as the winter cold comes on, and the leaden heart of the Happy Prince breaks. 'Bring me the two most precious things in the city, said God to one of his angels; and the angel brought him the leaden heart and the dead bird'. Of the other stories in the volume, 'The Nightingale and the Rose' is the least pleasing, being too full of sentiment unsuited to children. ' The Selfish Giant', 'The Devoted Friend', and 'The Remarkable Rocket' are excellent. Though many children appreciate books of this class, still the fullest appreciation of them comes from the elder ones who see what is implied rather than spoken. The illustrations, by Walter Crane and Jacomb Hood, are pleasing as ornaments for the book, but will hardly add to a child's appreciation of it.";The Happy Prince and Other Tales;1;Original contemporary review;1888;12;1;The Dial: A Semi-Monthly Journal of Literary Criticism, Discussion and Information;United States of America;9;;211–214;;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=hvd.32044089408322&view=1up&seq=217;2022-11-11;2022-11-11;2025-01-21;
90;'*The Happy Prince and Other Tales*', is a collection of fairy stories by Oscar Wilde. The stories, besides the one named, are 'The Nightingale and the Rose', 'The Selfish Giant, 'The Devoted Friend' and 'The Remarkable Rocket'. The stories are allegorical in style and well written, and are illustrated by Crane and Hood. Cloth, $1.50.;The Happy Prince and Other Tales;1;Original contemporary review;1888;10;30;The Indianapolis Journal;United States of America;;;3;;Newspapers by Ancestry;https://www.https://www.newspapers.com /image/321693305/?match=1&terms=%22The%20Happy%20Prince%22%20wilde;2022-11-22;2022-11-22;;
91;"Mr. Oscar Wilde and Mr. Arlo Bates are both, each in his own way, bright men; but they cannot write fairy stories---it is nigh a lost art. Dr. Weir Mitchell still practices it, but he is almost alone in the field---it is in fact the field and Dr. Mitchell. 'Prince Little Boy' of a year ago is still the best new fairy book to be had. Mr, Wilde in the 'Happy Prince', in paragraph after paragraph, shoots over the children's hearts at the heads of his grown readers and he misses both. Still his stories tell themselves, there is nothing in them to keep a nervous child awake and nothing unwholesome. Mr. Arlo Bates and Miss Eleanor Putnam in 'Prince Vance' have written the conventional fairy melodrama---fairies, wizards, giants and all.";The Happy Prince and Other Tales;1;Original contemporary review;1888;12;1;Book News: An Illustrated Magazine of Literature;United Kingdom;7;76;91–96;William Talcot;HathiTrust Digital Library;https://hdl.handle.net/2027/coo.31924091816417?urlappend=%3Bseq=152%3Bownerid=13510798902746793-160;;;2025-01-21;
92;"Among the books adapted alike to young and old it would be difficult to match for charm of style or beauty of sentiment this collection of exquisite tales by Oscar Wilde. They are, indeed, veritable poems in prose, and could have been written only by one who was truly a poet at heart. Rarely have the virtues and failings of poor humanity been touched with a gentler hand than in the legends of 'The Happy Prince' and 'The Selfish Giant; ' rarely has false amity been more keenly satirized than in the story of 'The Devoted Friend' every lover should read 'The Nightingale and the Rose;' and how many self-important people we know to whom we would like to commend a careful perusal of 'The Remarkable Rocket'.
But the real charm of all these stories is in the fact that they convey 'a moral without indulging in bald didacticism. 'The grace of imagination and felicity of expression are 9 ample sources of fascination. One reads on delighted and entranced, and at the end realizes that a great truth has been illuminated by the light of something very like genius. It is a small book as books go, but wer are inclined to prophesy that few volumes of the present season will meet with a more hearty welcome. It is made, too, in a most attractive manner. What Walter Crane's illustrations are we all know, and Mr. Hood's vignettes are dainty bits of drawing. One glimpse of the pretty cover will be enough to excite pleasant anticipations. He must be dull indeed who does not find those anticipations realized. Literary World.";The Happy Prince and Other Tales;1;Reprinted contemporary review;1888;12;1;Book News: An Illustrated Magazine of Literature;United Kingdom;7;76;119;Literary World;HathiTrust Digital Library;https://babel.hathitrust.org/cgi/pt?id=coo.31924091816417&seq=175;;;2025-01-21;
93;"This is a child's book of charming stories, aptly illustrated by Walter Crane and Jocomb [sic] Hood. There are five stories; ""The Happy Prince,"" ""The Nightingale and the Rose,"" ""The Selfish Giant,"" ""The Deserted [sic] Friend,""and ""The Remarkable Rocket."" The stories are all thoughtful stories, teaching good lessons, and worthy of the best words of praise for their literary excellence.";The Happy Prince and Other Tales;1;Original contemporary review;1888;9;15;The Daily Inter-Ocean;United States of America;;;10;;Google Books;;;;;
