id;transcription;collection;period;publication_type;publication_year;publication_month;publication_day;publication_name;publication_country;publication_region;publication_place;publication_volume;publication_number;publication_pages;publication_reviewer;archive_name;archive_url;accessed;transcribed;comments
91;"Mr. Oscar Wilde and Mr. Arlo Bates are both, each in his own way, bright men; but they cannot write fairy stories---it is nigh a lost art. Dr. Weir Mitchell still practices it, but he is almost alone in the field---it is in fact the field and Dr. Mitchell. 'Prince Little Boy' of a year ago is still the best new fairy book to be had. Mr, Wilde in the 'Happy Prince', in paragraph after paragraph, shoots over the children's hearts at the heads of his grown readers and he misses both. Still his stories tell themselves, there is nothing in them to keep a nervous child awake and nothing unwholesome. Mr. Arlo Bates and Miss Eleanor Putnam in 'Prince Vance' have written the conventional fairy melodrama---fairies, wizards, giants and all.";The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;12;1;Book News: An Illustrated Magazine of Literature;United States of America;;Philadelphia;7;76;96;Talcott Williams;Hathi Digital Trust;https://hdl.handle.net/2027/coo.31924091816417?urlappend=%3Bseq=152%3Bownerid=13510798902746793-160;2025-01-21;2025-01-21;
92;"Among the books adapted alike to young and old it would be difficult to match for charm of style or beauty of sentiment this collection of exquisite tales by Oscar Wilde. They are, indeed, veritable poems in prose, and could have been written only by one who was truly a poet at heart. Rarely have the virtues and failings of poor humanity been touched with a gentler hand than in the legends of 'The Happy Prince' and 'The Selfish Giant; ' rarely has false amity been more keenly satirized than in the story of 'The Devoted Friend' every lover should read 'The Nightingale and the Rose;' and how many self-important people we know to whom we would like to commend a careful perusal of 'The Remarkable Rocket'.
 But the real charm of all these stories is in the fact that they convey 'a moral without indulging in bald didacticism. 'The grace of imagination and felicity of expression are 9 ample sources of fascination. One reads on delighted and entranced, and at the end realizes that a great truth has been illuminated by the light of something very like genius. It is a small book as books go, but wer are inclined to prophesy that few volumes of the present season will meet with a more hearty welcome. It is made, too, in a most attractive manner. What Walter Crane's illustrations are we all know, and Mr. Hood's vignettes are dainty bits of drawing. One glimpse of the pretty cover will be enough to excite pleasant anticipations. He must be dull indeed who does not find those anticipations realized. Literary World.";The Happy Prince and Other Tales;1;Contemporary review (reprint);1888;12;1;Book News: An Illustrated Magazine of Literature;United States of America;;Philadelphia;7;76;119;;Hathi Digital Trust;https://hdl.handle.net/2027/coo.31924091816417?urlappend=%3Bseq=175%3Bownerid=13510798902746793-183;2025-01-21;2025-01-21;Reprinted from Literary World
88;"Those of us older readers who were brought up on the works of Mary Howitt, Miss Edgeworth, Mrs. Follen, Miss Martineau, and Jacob Abbot, have a strong feeling that nothing which has since appeared can surpass ourold favorites. They were treasured, read over and over again, their maxims and suggestions put into practice and made really a part of ourselves. The distractions of manifold magazines and floods of juvenile literature did not then exist; a few favorite books had the field to themselves, And even in modern times it is only those books which the children read over again and again that are of any real good tothem. A child's book that is worth reading but once is hardly worth reading at all. In spite of the large amount of trash which goes under the name of children's literature, there is a steady increase of good books for the young, books which as well eserve immortality as our old favorites. 

The style of Oscar Wilde's stories of '*The Happy Prince and Other Tales*' (Roberts) is pleasing, reminding one of the German fairy tale; and almost any child who enjoys Grimm and Hans Andersen will be pleased with this book. Each story bears amoral, not stated, but interwoven in the thread of the story. The happy Prince teaches the joy of doing good to others. He is a leaden statue covered with golden scales, set on a high pedestal from which he sees the suffering in the city and strives to relieve it by giving away all his fine adornings. At length he stands blind and bare,---his sapphire eyes, the golden scales of his armor, and the ruby from his sword, all gone. His friend, a litlle swallow, the bearer of his gifts to the poor, falls dead at his feet as the winter cold comes on, and the leaden heart of the Happy Prince breaks. 'Bring me the two most precious things in the city, said God to one of his angels; and the angel brought him the leaden heart and the dead bird'. Of the other stories in the volume, 'The Nightingale and the Rose' is the least pleasing, being too full of sentiment unsuited to children. ' The Selfish Giant', 'The Devoted Friend', and 'The Remarkable Rocket' are excellent. Though many children appreciate books of this class, still the fullest appreciation of them comes from the elder ones who see what is implied rather than spoken. The illustrations, by Walter Crane and Jacomb Hood, are pleasing as ornaments for the book, but will hardly add to a child's appreciation of it.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;12;1;The Dial: A Semi-Monthly Journal of Literary Criticism, Discussion and Information;United States of America;;;9;;211–214;;Hathi Digital Trust;https://hdl.handle.net/2027/hvd.32044089408322?urlappend=%3Bseq=217%3Bownerid=27021597764437672-219;2022-11-11;2025-01-21;
9;"Mr OSCAR WILDE'S volume of short tales, entitled Lord Arthur Savile's Crime; and other Stories, is, as might have been expected, full of clever attempts in epigram and fantasy. Nevertheless, the stories may be read as motel of defective art. Their wildly improbable and extravagantly fanciful nature suggests comparison with such works as *The Dynamiter*, but the superiority of Mr. Stevenson as an artist will at once be felt. 'However fanciful a story may be, it should yet be consistent with laws of its own, its several parts should hang together, and the style should be suitable to the subject. This is a principle of art which the true artist never allows himself to lose tight of, and in consequence his wildest tales have a logic and reality of their own, and the reader's imagination is carried along with them. But Mr. Wilde's stories are like the remembrance of & dream in waking hours; there is a complete want of harmony about them; they are not written in one key, and the style continually changes, as if the author had himself not decided what style to adopt. Moreover, though happy enough in dialogue, he seems to possess little purely narrative skill, and his style is never really dramatic because always, self-conscious and affected. Lastly, Mr. Wilde has overweighted his narrative with superfluous descriptions, and needlessly elaborate details, which, instead of adding to the vividness and general humour of the situation, seem out of place, and therefore heavy.
 Lord Arthur Savile's Crime is the story of a young man, of excellent character and benevolent disposition, who is told by a chiromantist that 'Murder' is written on the palm of his hand, and that he is fated to kill some one. He is engaged to a charming young lady, but feels that to marry her with this crime still hanging over him would be inconsistent with his high principles. He must commit his crime first, and then 'he could take her to his arms, knowing that she would never have to blush for him, never have to hang her head in shame'. Putting all selfish considerations aside, therefore, he at once begins to search for a victim, and first tries to poison an old lady. 'This failing, he next attempts to blow up his uncle, the Dean of Chichester, but with no satisfactory results. Depressed and discouraged by these failures, he walks one night down to the Thames Embankment. There be discovers the little chiromantist, who is the author of all his troubles, leaning over the parapet : >>A brilliant idea flashed across him, and he stole softly up behind. Ina moment he bad seized Mr. Podgers by the legs and flung him into the Thames. There was a coarse oath, a heavy splash, and all was still Lord Arthur looked anxiously over, but could see nothiug of the chiromantist but a tall bat, pirouetting in an eddy of moonlit water. ... At 'last he seemed to have realized the decree of destiny. He heaved a deep sigh of relief, and Sybil's name came to bis lips.  >>'Have you dropped anything, sir?' said a voice behind him suddenly. He turned round and saw a policeman with a bull's eye lantern, >>'Nothing of any importance, sergeant', he answered smiling.  There is abundance of humour, if not of novelty, in the idea of this story, yet somehow the reader is left with an impression that the idea is much better than the treatment of it. The variety of tone which we have already noticed produces a feeling of dissatisfaction and unrest. The opening, with its cynical remarks end reflections on society and life in general, reminds one of Dorian Gray. The author then proceeds in highflown melodramatic language to describe in a ludicrously elaborate way the horror of the hero when he is made aware of his fate; and then 'once more the style changes abruptly, and becomes as farcical as that of Mr. Anstey. The same incongruity occurs in 'The Canterville Ghost'. Again the idea is so good that one regrets it has not been more satisfactorily worked out. A haunted house is sold by a 'degenerate heir to an American family. Hitherto the ghost has had it all his own way, and has successfully haunted for several centuries; but, after the United States minister, his wife, bis daughter, and his twin sons are established at Canterville Chase, he is mortified and insulted every time he appears by finding that he can in no way terrify or appal them, and is merely a butt for the Practical jokes of the twins. They frighten him with a bogey of their own making, they rub out his ineradicable bloodstain with 'Pinkerton's Champion Stain Remover and Paragon Detergent'. The father presents him with a bottle of the 'Tammany Rising Sun Lubricator' to oil his chains, and the mother---who is 'an excellent example of the fact that we have really everything in common with America nowadays, except, of course, language '---offers him a bottle of 'Dr. Dobell's Tincture' asa cure for indigestion. But the story is spoilt by the character of the ghost himself, who is neither one thing nor the other, neither flesh nor spirit. He never eats or sleeps, and can vanish into air and assume any shape he likes; but he suffers acutely when he knocks his shine, and he trips up over his winding-sheet when he runs, and talks to the minister's daughter about 'the / cheap severity of abstract ethics'. The end, moreover, of the story is absurdly incongruous 'and out of place. Mr. Wilde has talked, lectured, and written so much upon art that we may suppose him to be, in his own eyes, an authority on the subject. It is, therefore, the more surprising to find in these stories a want of artistic finish which we would only expect in a youthful beginner. Mr. Wilde is fond of epigram; he tells us, in the opening scene of Lord Arthur Savile's Crime, that at Lady Windermere's party there were 'several royal academicians disguised as artists'; we feel that he would himself be able to assume this disguise with greater success if he would try 'sometimes to be less clever and more natural. His stories might then have a more plausible ring in them, and his really bright wit a worthier setting.";Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;8;22;The Saturday Review;United Kingdom;England;london;LXXII;1869;225;;Hathi Digital Trust;https://hdl.handle.net/2027/hvd.32044092859339?urlappend=%3Bseq=279%3Bownerid=114505744-301;2021-11-23;2025-01-21;
53;"This year the horns of Elfland announce a couple of fairy tales from widely differing sources. 'The King of the Golden River' (Lee & Shepard), written by John Ruskin, M.A., in 1841, with no other purpose than the amiable one of pleasing a child-friend, is illustrated with lively drawings by Richard Doyle. The theme is an old legend of Styria, and the treatment of the clear, straightforward kind that makes it easy to read aloud to very little people. Overall, the magic of Ruskin's style gleams like sunrise on mountaintop and valley. The second essay in fairy-lore is '*The Happy Prince, and Other Tales*', by Oscar Wilde, illustrated by Walter Crane and Jacomb Hood, and published by Roberts Brothers. The stories are gracefully and poetically phrased, after the manner of Hans Andersen; but the simplicity seems labored, and here and there a Song-of-Solomon element creeps in, which will hardly recommend the book to parents. Witness the rhapsody of the nightingale, in 'The Nightingale and the Rose'. 'Here, at last, is a true lover. His hair is as dark as the hyacinth blossom, and his lips are as red as the rose of his desire; but passion has made his face like pale ivory, and sorrow has set her seal upon fis brow'. We regret to state that a rude comment already overheard from two school-boys upon the subject of this hero stigmatizes him as a ' duffer who ought to get a kick'. It is fair to point out avein of agreeable humor in some of these tales, such as the 'Devoted Friend', wherein the Duck observes that the Water-Rat has a great many good points, but for her part she has a mother's feelings, and can never look at a confirmed bachelor without tears coming into her eyes. And the illustrations and general make-up of the little book are charming.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;11;1;The Book Buyer: A Summary of American and Foreign Literature;United States of America;;;V;10;491–492;Mrs Burton Harrison;Hathi Digital Trust;https://hdl.handle.net/2027/hvd.32044094025814?urlappend=%3Bseq=567%3Bownerid=27021597764440828-571;2021-08-24;2025-01-21;
61;Thoroughly beautiful. We know not when we have read short stories of fancy so lovely as these five, both for matter and for style. The language has a beautiful simplicity and rare charm. The substance of the stories is uncommon and full of picturesque imagery. The first three, namely, The Happy Prince, The Nightingale and the Rose, The Selfish Giant, are exceedingly delicate and tender. The last two, The Devoted Friend, and the Remarkable Rocket, are shrewd and incisive. The manufacture of the book is very tasteful in type, paper and cover. The illustrations are dainty. It would be a pretty gift for young or old. J. V. B.;The Happy Prince and Other Tales;1;Contemporary review (original);1889;1;19;Unity: Freedom, Fellowship, and Character in Religion;United States of America;;;XXII;21;280;J.V.B.;Hathi Digital Trust;https://hdl.handle.net/2027/hvd.ah6mwf?urlappend=%3Bseq=632%3Bownerid=27021597767146473-636;2021-08-24;2025-01-21;
86;"Of illustrated books recently published, the following demand more than a mere note; there would not be room else to show the character of the illustrations, which are in each case so important a feature. For the sake of his reputation as a worshipper at the shrine of Beauty it is to be regretted that Mr, Oscar Wilde has told us that he 'admires immensely' the design of the cover for his new book of fairy tales---it may reasonably be supposed that the cover of a book should in itself be attractive, even if it be ugly, for it must be admitted that there is sometimes an extraordinary attractiveness and fascination about ugliness; but ... Wilde's cover is not ugly enough to be fascinating, though it would be difficult to find a design ... similar purpose so devoid of charm. 
 No more need have been said about this cover had not Mr. Wilde attempted to defend it, and by description and argument, ... tried to make us like it against our better judgment. A critic wrote that a portion of the design of the left hand side of the cover reminded him of 'an Indian club with a house-painter's brush on the top of it', while a portion on the right suggested to him the idea of 'a chimney pot hat with a sponge in it'. As a matter of fact, the one is intended to be a back view of a peacock, and the other to be some sort of fountain; but they certainly are more like the objects mentioned by the critic, In the Speaker of December 5th, Mr. Wilde attempts to show that it does not matter what the details of a design suggest---peacocks, pomegranates, splashing fountains of gold water, or Indian clubs and chimney-pot hats---it is a matter of indifference, and has nothing to do with the aesthetic quality and value of the design; and this would have been true had Mr. Wilde been speaking of forms used in repetition to produce a pattern, Almost any form may be used for this purpose, and a good result obtained; but the peacock and the fountain, or the club and chimney-pot hat, are objects separate from the pattern on the cover. They are large, independent figures, standing by themselves, and are emphasized by being in gold. Under such circumstances it matters very considerably what the form may be, though, if the form be beautiful, the object it represents may be a matter of indifference; bat, clever as Mr. Wilde may be, it will puzzle him to discover a single beautiful line or form about this disputed portion of his design. The drawings by Mr. Ricketts, which embellish but hardly illustrate the stories, have a good deal of that interest which attaches to his work generally. For such small illustrations they are, perhaps, drawn in rather too coarse a line; but Mr, Ricketts evidently admires and follows the old German and Italian line drawings, and there is no doubt about their admirable simplicity. But the coarser lines of the old engravings were due to the necessary coarseness of their execution and materials, and not to choice. The work had to obey the limits of tools, and this working within imposed limits produces what we understand as 'style'. We do not care to discuss the question whether a modern artist should impose on himself limits unavoidable by the old masters, but net necessary to us. Every artist decides such matters for himself. Personally, we prefer Mr. Ricketts when he works with a finer line; but, whatever the thickness of his line, his pen-work is always interesting and never commonplace. As to the drawings by Mr. Shannon we cannot sty anything, because we cannot see anything. We can only suppose that Mr. Wilde is ashamed of them, but, having commissioned them, felt bound to use them. They are printed on separate pages, but in so faint a tone that it is simply affectation to have printed them at all. If it is purposely done to prevent the seeing of intention in the artist's work, it is perfectly successful.";A House of Pomegranates;1;Contemporary review (original);1892;1;1;The Magazine of Art;United Kingdom;England;;15;;135–136;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015018393531?urlappend=%3Bseq=161%3Bownerid=13510798897081713-173;2022-02-03;2025-01-21;
52;"The modern fairy-tale, like the children's illustrated books of to-day, is addressed far more to the cultivated taste of the parent than to the undiscriminating fancy of the child, which only asks to be fed, no matter how simple and monotonous the food. The tellers of folk-lore stories and the honest old fairy tale, took a genuine interest in the thrilling adventures of the hero and heroine, and the inevitable triumph of innocence and virtue. But the modern fairy tale is generally cast in a studiously graceful form, a little vein of satire often runs through it, there is a sort of secret understanding with the mature reader, & constant appeal to a sophisticated intelligence underneath the simple story. The charming illustrations of Walter Crane, with the lithe, white maidens and Carpaccio-like youths, are not farther from the antiquated woodcut of knight and lady and dragon, than Hans Andersen is from the Grimms' stories. We say Hans Andersen because Mr. Wilde's tales are unmistakably modelled both in subject and treatment on the work of that most fanciful and delicious of dreamers, a sleep-walker in the land of the unreal. Any one might imagine that this passage from the ' Remarkable Rocket', had been taken from Andersen's tales. 'But I like arguments', said the Rocket. 'I hope not', said the Frog, complacently, ' arguments are extremely vulgar, for everybody in good society holds exactly the same opinions. Good bye a second time; I see my daughters in the distance;' and the Frogswam away. ....... 'There is no good talking to him', said a Dragon-fly, who was sitting on the top of a large brown bulrush; 'no good at all, for he has gone away'. Swell, that is his loss, not mine', answered the Rocket. 'I am not going to stop talking to him merely because he paid no attention. I like hearing myself talk. It is one of my greatest pleasures. I often have long conversations all by myself, and I am so clever that sometimes I don't un-derstand a single word of what I am saying'. 'Then you should certainly lecture on Philosophy', said the Dragonfly; and he spread a pair of lovely gauze wings and soared away into the sky. How very silly of him not to stay here!' said the Rocket. 'I am sure that he has not often got such a chance of improving his mind. However, I don't care a bit. Genius like mine is sure to be appreciated some day'. And he sauk down a little deeper into the mud. This is Hans Andersen over again, and in the Happy Prince there is the most unmistakable reminiscence of the ' Mad King's Daughter'. Mr. Wilde has advanced in age, and possibly also in sedateness, since he published his first volumes, at any rate, these little stories, trifling as they are, show that his mind has progressed in healthy line, for the stories are altogether very graceful and attractive, and are flawless in moral. 'The Devoted Friend', in particular, is a clever little tale with a moral that experience of ife has brought home to most grown people. The 'Selfish Giant' embodies a very pretty fancy and the 'Rose and the Nightingale' pays the proper tribute to Poetry and Love, the two divinities that rt. Wilde worshiped so ardently in his verse. These stories, however, have, like his verse, rather fancy than the greater gift; a faculty for language and a facility for poetic expression; but always pervaded by some dominant style, the impress of a foreign and stronger hand. Mr. Crane's three full-page illustrations are as charming as his beautiful clean-cut drawings always are, and the letter press and the pretty design on the cover are fully equal in taste and finish to English books of this class.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;9;29;The American: A National Weekly Journal of Politics, Literature, Science, Art, and Finance;United States of America;;;XVI;425;379–380;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015026083686?urlappend=%3Bseq=817%3Bownerid=13510798900904538-873;2021-08-24;2025-01-21;
48;"AMONG the books adapted alike to young and old it would be difficult to match for charm of style or beauty of sentiment this collection of exquisite tales by Oscar Wilde. They are, indeed, veritable poems in prose, and could have been writ- ten only by one who was truly a poet at heart. Rarely have the virtues and failings of poor humanity been touched with a gentler hand than in the legends of 'The Happy Prince' and 'The Selfish Giant;' rarely has false amity been more keenly satirized than in the story of 'The Devoted Friend;' every lover should read 'The Nightingale and the Rose; ' and how many self-important people we know to whom we would like to commend a careful perusal of 'The Remarkable Rocket!' But the real charm of all these stories is in the fact that they convey a moral without indulging in bald didacticism. The grace of imagination and felicity of expression are ample sources of fascination. One reads on delighted and entranced, and at the end realizes that a great truth has been illuminated by the light of something very like genius. It is a small book as books go, but we are inclined to prophesy that few volumes of the present season will meet with a more hearty welcome. It is made, too, in a most at- tractive manner. What Walter Crane's illus- trations are we all know, and Mr. Hood's vignettes are dainty bits of drawing. One glimpse of the pretty cover will be enough to excite pleasant anticipations. He must be dull indeed who does not find those anticipations realized.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;9;29;The Literary World: A Fortnightly Review of Current Literature;United States of America;Northeast;Boston;18;20;315;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015030081494?urlappend=%3Bseq=331%3Bownerid=13510798886183099-347;2021-08-23;2025-01-21;
79;"*A House of Pomegranates* is a highly decorated quarto volume, printed on paper nearly as thick as cardboard, and profusely illustrated---in a word, it is nothing if not a table-book. Mr. Oscar Wilde's little stories are fanciful and pretty---prettier than the illustrations, some of which---several of the female figures especially---are downright ugly. As for the all but invisible full-sheet engravings---if engravings they are; for it is difficult to speak certainly of things one cannot see---they present, to our eyes, very much the aspect of ordinary prints seen through the veil of protecting tissue paper. But with all the recherche of which the volume bears such evident tokens---within and without---'the trail of the 'Zeit Gheist ' (to garble a well-worn quotation) is over it still'. However Mr. Oscar Wilde may struggle and strive after originality, he cannot emancipate himself from the dull uniformity of contemporary thought and sentiment. The best story by far, and the one which shows the smallest traces of this deadening influence, is 'The Fisherman's Soul' [sic]. 'Il y a de belles choses là dedans', as French professors say in praise of a pupil's version.";A House of Pomegranates;1;Contemporary review (original);1892;4;1;The Westminster Review;United Kingdom;England;;CXXXVII;;225–226;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015030664398?urlappend=%3Bseq=233%3Bownerid=37550157-232;2022-01-28;2025-01-21;
41;The Happy Prince and other Tales', by Oscar Wilde, were handsomely illustrated.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;1;1;Appletons' Annual Cyclopaedia and Register of Important Events;United States of America;;;13;;486;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015053690429?urlappend=%3Bseq=513%3Bownerid=13510798884680768-517;2021-06-30;2025-01-17;
38;Mr. Oscar Wilde has proved himself to be the possessor of a rare faculty, a faculty which unfortunately is becoming rarer year by year, namely, that of being able to write good fairy stories, such as tend to stimulate human sympathies. In 'The Happy Prince and other Tales' will be found a group of graceful fancies, very readable indeed, and clearly the products of a reflective mind. The book is handsome in appearance and is illustrated by Walter Crane and Jacomb Hood.;The Happy Prince and Other Tales;1;Contemporary review (original);1888;6;15;The Publishers' Circular and General Record of British and Foreign Literature;United Kingdom;England;;LI;1218;797;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015071098878?urlappend=%3Bseq=717%3Bownerid=114292397-765;2021-01-07;2025-01-21;
47;The attractive appearance of this pretty little book is hardly justified by its contents. Though we often 'admire Mr. Wilde and are always ready to acknowledge his genius in these whimsical little stories, and especially in the first which gives its title to the book, he seems to be playing with his powers and trying to make nonsense appear as though it had some undercurrent of truth, or was cast in the form of an allegory. The story is only worth reading for the witty and epigrammatic little remarks scattered through it in the characteristic Wildeian vein, such as the 'several Royal Academicians disguised as artists', who came to Lady Windermere's reception. The following speech by the same lady is redolent also of the great Oscar: ‘The proper basis for marriage is a mutual misunderstanding. No, I am not at all cynical, I have merely got experience, which, however, is very much the same thing'.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;7;25;The Publishers' Circular and General Record of British and Foreign Literature;United Kingdom;England;;55;1308;85;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015084434284?urlappend=%3Bseq=93%3Bownerid=13510798897208805-99;2021-06-30;2025-01-21;
50;"Those who recall the sensational and almost notorious career of Oscar Wilde as a lecturer in this country, or who have read his erotic poetry, some of which strove to out-Swinburne Swinburne, will hardly be prepared to find him essaying to write a juvenile, *The Happy Prince, and Other Tales*, But the unexpected often happens: the later Swinburne has been devoting himself to innocent if extravagant panegyrics of a child's laugh; and the maturing Wilde here proffers five little stories, gracefully written in half-rhythmical prose, free from eccentricities or objectionable utterances, and distinctly ethical and helpful throughout. In fact, it is not too much to say that no more original and attractive children's stories of the supernatural have appeared for some years than The Selfish Giant and The Happy Prince, in these pages. The conventional pictures by Walter Crane, accompanying the stories, have already been mentioned here, in a review of the art of the past holiday season; the other drawings, by Jacomb Hood, are daintier and more natural. (74x54 inches, cloth, pp. viii, 116. Boston: Roberts Brothers. Price, $1.00.)";The Happy Prince and Other Tales;1;Contemporary review (original);1889;2;9;The Sunday School Times;United States of America;;;XXXI;6;92;;Hathi Digital Trust;https://hdl.handle.net/2027/mdp.39015084592925?urlappend=%3Bseq=102%3Bownerid=13510798902046744-116;2021-08-24;2025-01-21;
